ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效
89	强纳森	2	1	海军G-8支部司令官，海军中将。头脑非常灵活，擅于计谋。	77	175 	124 	65 	140 	132 	397	665	659	663	656	0	1 	members/head_char_qiangnasen.png	person/poster_char_qiangnasen.png	chartex/tex_char_qiangnasen.png	card02	person/poster_char_qiangnasen.png	sound/man05.mp3
90	巴基	2	1	原为罗杰海贼团上的见习船员，后组建了巴基海贼团，“四分五裂果实”的能力者。	59	177 	125 	61 	145 	132 	486	338	581	457	511	0	1 	members/head_char_baji.png	person/poster_char_baji.png	chartex/tex_char_baji.png	card03	person/poster_char_baji.png	sound/man04.mp3
91	莫奈	2	1	多佛朗明哥的手下，以秘书的身份待在M·凯撒·库朗身边，“自然系雪雪果实”能力者。	48	182 	129 	60 	159 	136 	453	31	243	501	633	0	1 	members/head_char_monai.png	person/poster_char_monai.png	chartex/tex_char_monai.png	card03	person/poster_char_monai.png	sound/girl04.mp3
92	霍古巴克	2	1	莫利亚的助手，天才外科医师，曾以奇迹般的手术救活不少病患，荣获盛名。	68	206 	124 	59 	136 	132 	252	429	498	607	544	0	1 	members/head_char_huogubake.png	person/poster_char_huogubake.png	chartex/tex_char_huogubake.png	card02	person/poster_char_huogubake.png	sound/man05.mp3
93	阿布萨罗姆	2	1	透明果实能力者，能够把自己身体透明化，并能够令与身体接触的人和物同样透明化。	70	175 	116 	66 	143 	128 	407	430	515	627	190	0	1 	members/head_char_abusaluomu.png	person/poster_char_abusaluomu.png	chartex/tex_char_abusaluomu.png	card04	person/poster_char_abusaluomu.png	sound/man05.mp3
94	龙马	2	1	传说他曾经斩杀过天上的龙，又被人称为斩龙武士。	27	186 	137 	59 	131 	132 	634	675	383	304	203	0	1 	members/head_char_longma.png	person/poster_char_longma.png	chartex/tex_char_longma.png	card02	person/poster_char_longma.png	sound/man07.mp3
95	布鲁诺	2	1	CP9成员，“门门果实”能力者，可以在任意地方开出一个门来。	77	175 	119 	60 	153 	132 	682	374	492	292	607	0	1 	members/head_char_bulunuo.png	person/poster_char_bulunuo.png	chartex/tex_char_bulunuo.png	card02	person/poster_char_bulunuo.png	sound/man07.mp3
96	卡莉法	2	1	CP9中唯一的女性成员。惯用的武器是上面带有棘刺的长鞭。	77	184 	130 	57 	140 	132 	73	539	382	547	176	0	1 	members/head_char_kalifa.png	person/poster_char_kalifa.png	chartex/tex_char_kalifa.png	card03	person/poster_char_kalifa.png	sound/girl03.mp3
97	Dr.印第戈	2	1	飞空海贼团船医，笑声为“喀勒喀勒”，二十年来与“金狮子”一同研究“IQ”。	64	177 	128 	60 	145 	132 	110	267	302	218	0	0	1 	members/head_char_yindige.png	person/poster_char_yindige.png	chartex/tex_char_yindige.png	card01	person/poster_char_yindige.png	sound/man05.mp3
98	史卡雷多	2	1	“维尔梅优”的珍兽，叫声为“呜波呜波”，是珍兽们的王者，能力和凶暴性都无法预知。	70	179 	126 	60 	143 	128 	336	566	268	208	586	0	1 	members/head_char_shikaleiduo.png	person/poster_char_shikaleiduo.png	chartex/tex_char_shikaleiduo.png	card02	person/poster_char_shikaleiduo.png	sound/man08.mp3
99	鹤中将	2	1	海军本部中将，人称“大参谋”。知识丰富的老太婆，典型的智慧型人物。	48	184 	122 	66 	138 	128 	664	181	452	548	656	0	1 	members/head_char_he.png	person/poster_char_he.png	chartex/tex_char_he.png	card03	person/poster_char_he.png	sound/girl02.mp3
100	桑达索尼亚	2	1	九蛇海贼团团员，蛇蛇果实蟒蛇形态能力者，可以用身体缠住对手，再利用强大的劲力绞杀。	74	175 	124 	60 	150 	132 	435	68	348	680	276	0	1 	members/head_char_boyasangdasuoniya.png	person/poster_char_boyasangdasuoniya.png	chartex/tex_char_boyasangdasuoniya.png	card04	person/poster_char_boyasangdasuoniya.png	sound/girl03.mp3
101	玛丽哥鲁德	2	1	九蛇海贼团团员，蛇蛇果实眼镜王蛇形态能力者，可以从口中放出剧毒。	74	177 	124 	62 	142 	132 	436	69	112	311	276	0	1 	members/head_char_boyamaligelude.png	person/poster_char_boyamaligelude.png	chartex/tex_char_boyamaligelude.png	card04	person/poster_char_boyamaligelude.png	sound/girl03.mp3
102	洛克斯达	2	1	红发海贼团新人，是个容易因为事情失败而感到惭愧的人。	74	184 	123 	57 	139 	128 	209	563	341	607	0	0	1 	members/head_char_luokesida.png	person/poster_char_luokesida.png	chartex/tex_char_luokesida.png	card02	person/poster_char_luokesida.png	sound/man05.mp3
103	东利	2	1	巨人族艾尔帕布村的首领，外号：“青鬼”	67	182 	132 	60 	132 	132 	10	26	41	114	639	0	1 	members/head_char_dongli.png	person/poster_char_dongli.png	chartex/tex_char_dongli.png	card04	person/poster_char_dongli.png	sound/man09.mp3
104	布洛基	2	1	巨人族艾尔帕布村的首领，外号：“红鬼”	67	177 	138 	62 	136 	132 	11	26	534	114	459	0	1 	members/head_char_buluoji.png	person/poster_char_buluoji.png	chartex/tex_char_buluoji.png	card04	person/poster_char_buluoji.png	sound/man09.mp3
105	Mr.2	2	1	为人重友情，讲义气，作战有头脑，人很善良，经常以自己是一个人妖为荣。	66	184 	135 	60 	132 	132 	416	163	613	681	271	0	1 	members/head_char_mr2.png	person/poster_char_mr2.png	chartex/tex_char_mr2.png	card01	person/poster_char_mr2.png	sound/man03.mp3
106	Mr.3	2	1	蜡蜡果实的能力者，可以用蜡做成任何东西，直接用对手做成蜡烛人。	69	182 	120 	62 	145 	128 	223	164	384	83	310	0	1 	members/head_char_mr3.png	person/poster_char_mr3.png	chartex/tex_char_mr3.png	card02	person/poster_char_mr3.png	sound/man03.mp3
107	小萨迪	2	1	大监狱狱卒长，推进城LEVEL4“灼热地狱”四只狱卒兽的指挥官。	63	213 	116 	59 	136 	132 	3	82	385	669	0	0	1 	members/head_char_sadi.png	person/poster_char_sadi.png	chartex/tex_char_sadi.png	card03	person/poster_char_sadi.png	sound/girl06.mp3
108	小八	2	1	擅长使剑的章鱼鱼人，用的是六刀流剑法，原是恶龙海贼团三干部之一。	52	175 	132 	62 	136 	128 	640	116	614	277	216	0	1 	members/head_char_xiaoba.png	person/poster_char_xiaoba.png	chartex/tex_char_xiaoba.png	card01	person/poster_char_xiaoba.png	sound/man05.mp3
109	克洛船长	2	1	克洛船长原本是东海的强大海贼，拥有一个人就可以对抗一艘军舰上的所有海军的战斗力。	67	186 	130 	61 	140 	132 	370	650	256	346	106	0	1 	members/head_char_keluo.png	person/poster_char_keluo.png	chartex/tex_char_keluo.png	card02	person/poster_char_keluo.png	sound/man06.mp3
110	巴斯卡比尔	3	1	司法之岛主审法官，看似3颗头，但实际上只是3个人黏在一起而已（原因是感情好）。	71	93 	41 	25 	42 	80 	479	172	451	0	0	0	1 	members/head_char_basikabier.png	person/poster_char_basikabier.png	chartex/tex_char_basikabier.png	card01	person/poster_char_basikabier.png	sound/man05.mp3
111	贝波	3	1	红心海贼团船员，绰号“野兽”，战斗时会发出类似于李小龙的叫声。	70	82 	47 	25 	43 	76 	568	56	196	0	0	0	1 	members/head_char_beibo.png	person/poster_char_beibo.png	chartex/tex_char_beibo.png	card04	person/poster_char_beibo.png	sound/man05.mp3
112	T·本恩	3	1	海军本部派来押送妮可·罗宾的海军本部上校。是个可以把海贼船当牛排切开的人。	52	82 	46 	26 	42 	80 	504	303	448	0	0	0	1 	members/head_char_benen.png	person/poster_char_benen.png	chartex/tex_char_benen.png	card04	person/poster_char_benen.png	sound/man05.mp3
113	雄狮偎取	3	1	CP9的成员，武器是金属长杖。外型与性格都像个歌舞伎演员，常演戏自杀。	69	81 	49 	26 	37 	76 	442	549	451	0	0	0	1 	members/head_char_weiqu.png	person/poster_char_weiqu.png	chartex/tex_char_weiqu.png	card04	person/poster_char_weiqu.png	sound/man05.mp3
114	猫头鹰	3	1	CP9的成员，外型圆胖，因为常不小心说出秘密，所以嘴巴有拉链。	69	79 	44 	26 	46 	80 	470	550	134	0	0	0	1 	members/head_char_maotouying.png	person/poster_char_maotouying.png	chartex/tex_char_maotouying.png	card02	person/poster_char_maotouying.png	sound/man05.mp3
115	Mr.1	3	1	一身少林武僧式装束，原是一名出色的赏金猎人，后加入巴洛克工作社，斩斩果实能力者。	52	110 	121 	50 	0 	80 	14	248	0	0	0	0	1 	members/head_char_mr1.png	person/poster_char_mr1.png	chartex/tex_char_mr1.png	card02	person/poster_char_mr1.png	sound/man07.mp3
116	风之治五郎	3	1	传说中的顽固老爹，为了保护家人而杀死七千个海贼的剑豪。	52	79 	45 	25 	46 	80 	253	611	622	0	0	0	1 	members/head_char_zhiwulang.png	person/poster_char_zhiwulang.png	chartex/tex_char_zhiwulang.png	card04	person/poster_char_zhiwulang.png	sound/man05.mp3
117	克比	3	1	梦想成为海军上将，坚持正义，有着惊人的意志。	69	81 	47 	25 	42 	80 	179	355	608	0	0	0	1 	members/head_char_kebi.png	person/poster_char_kebi.png	chartex/tex_char_kebi.png	card04	person/poster_char_kebi.png	sound/man01.mp3
118	拉鲁克	3	1	“网网果实”能力者，捕获率120%,吞入体内的东西可以全部变成网状，几乎斩不断。	69	94 	49 	29 	48 	84 	247	34	638	0	0	0	1 	members/head_char_laluke.png	person/poster_char_laluke.png	chartex/tex_char_laluke.png	card04	person/poster_char_laluke.png	sound/man05.mp3
119	修恩	3	1	“锈锈果实”能力者，是剑士的克星，能将一切被他碰到的东西生锈。	69	86 	41 	28 	41 	80 	64	572	184	0	0	0	1 	members/head_char_xiuen.png	person/poster_char_xiuen.png	chartex/tex_char_xiuen.png	card04	person/poster_char_xiuen.png	sound/man03.mp3
120	贝里古德	3	1	“豆豆果实”能力者。	69	80 	44 	26 	39 	76 	66	184	0	0	0	0	1 	members/head_char_beiligude.png	person/poster_char_beiligude.png	chartex/tex_char_beiligude.png	card02	person/poster_char_beiligude.png	sound/man05.mp3
121	克里克	3	1	东海最大海贼团的首领，身上装备了很多武器，自认天下无敌，集自大、无情、卑鄙于一身。	67	88 	40 	26 	44 	76 	251	221	90	0	0	0	1 	members/head_char_kelike.png	person/poster_char_kelike.png	chartex/tex_char_kelike.png	card04	person/poster_char_kelike.png	sound/man08.mp3
122	艾伯塔昂	3	1	伪草帽海贼团成员，身体各处都缠着绷带。	70	81 	45 	29 	40 	76 	29	558	195	0	0	0	1 	members/head_char_aibotaang.png	person/poster_char_aibotaang.png	chartex/tex_char_aibotaang.png	card02	person/poster_char_aibotaang.png	sound/man05.mp3
123	利普·多提	3	1	伪草帽海贼团成员，嘴唇很厚，被海军的和平主义者一击击倒。	70	81 	43 	26 	42 	80 	210	559	447	0	0	0	1 	members/head_char_lipuduoti.png	person/poster_char_lipuduoti.png	chartex/tex_char_lipuduoti.png	card04	person/poster_char_lipuduoti.png	sound/man05.mp3
124	阿龙	3	1	组建阿龙海贼团，是东海最邪恶最强的海贼团首领，极其痛恨人类。	68	83 	45 	26 	42 	76 	162	595	222	0	0	0	1 	members/head_char_along.png	person/poster_char_along.png	chartex/tex_char_along.png	card02	person/poster_char_along.png	sound/man08.mp3
125	鬼人金	3	1	克利克海贼舰队战斗总队长，对克利克十分忠心，冷酷没有人情味。但非常仗义。	69	87 	47 	25 	40 	80 	296	171	589	0	0	0	1 	members/head_char_jin.png	person/poster_char_jin.png	chartex/tex_char_jin.png	card04	person/poster_char_jin.png	sound/man05.mp3
126	隼之贝尔	3	1	是阿拉巴斯坦王国护卫队的副官，动物系“鸟鸟果实-隼型”能力者。	67	83 	48 	25 	38 	76 	465	500	281	0	0	0	1 	members/head_char_sunzhibeier.png	person/poster_char_sunzhibeier.png	chartex/tex_char_sunzhibeier.png	card01	person/poster_char_sunzhibeier.png	sound/man06.mp3
127	布拉克	3	1	伪草帽海贼团船长，冒充路飞。	51	80 	41 	25 	42 	76 	349	225	663	0	0	0	1 	members/head_char_danmaluobulake.png	person/poster_char_danmaluobulake.png	chartex/tex_char_danmaluobulake.png	card04	person/poster_char_danmaluobulake.png	sound/man05.mp3
128	欧姆	3	1	掌管自称生存率0%的“铁之试炼”的神官，象征喜怒哀乐中的“哀”。	69	82 	44 	25 	45 	76 	482	105	24	0	0	0	1 	members/head_char_omu.png	person/poster_char_omu.png	chartex/tex_char_omu.png	card04	person/poster_char_omu.png	sound/man05.mp3
129	修拉	3	1	掌管绳之试链生存率３％的神官，象征喜怒哀乐中的“怒”。	69	79 	47 	25 	42 	76 	483	105	24	0	0	0	1 	members/head_char_xiula.png	person/poster_char_xiula.png	chartex/tex_char_xiula.png	card04	person/poster_char_xiula.png	sound/man05.mp3
130	盖达兹	3	1	掌管生存率50%“沼之试练”的神官，象征喜怒哀乐中的“乐”。	69	83 	46 	26 	40 	76 	484	105	24	0	0	0	1 	members/head_char_gaidazi.png	person/poster_char_gaidazi.png	chartex/tex_char_gaidazi.png	card02	person/poster_char_gaidazi.png	sound/man05.mp3
131	莎德利	3	1	掌管生存率10%的“球之试炼”神官，象征喜怒哀乐中的“喜”。长得像球的奇异男人。	69	92 	41 	25 	41 	80 	485	105	24	0	0	0	1 	members/head_char_shadeli.png	person/poster_char_shadeli.png	chartex/tex_char_shadeli.png	card01	person/poster_char_shadeli.png	sound/man05.mp3
132	瓦杰	3	1	CP7。料理格斗家，是烹调手法相当特别的厨师，将面粉倒入嘴中，面条会从鼻孔出来。	70	80 	41 	30 	41 	76 	577	637	155	0	0	0	1 	members/head_char_wajie.png	person/poster_char_wajie.png	chartex/tex_char_wajie.png	card02	person/poster_char_wajie.png	sound/man05.mp3
133	汉尼拔	3	1	深海监狱推进城副署长野心家，身形高大，长相就如同他的名字一样是般若的脸孔。	69	83 	40 	26 	47 	76 	286	438	129	0	0	0	1 	members/head_char_hanniba.png	person/poster_char_hanniba.png	chartex/tex_char_hanniba.png	card01	person/poster_char_hanniba.png	sound/man07.mp3
134	米诺犀牛	3	1	深海监狱推进城狱卒兽，是一只巨大的犀牛。	71	83 	45 	25 	44 	80 	356	620	0	0	0	0	1 	members/head_char_xiniu.png	person/poster_char_xiniu.png	chartex/tex_char_xiniu.png	card04	person/poster_char_xiniu.png	sound/man09.mp3
135	米诺无尾熊	3	1	深海监狱推进城狱卒兽，是一只巨大的无尾熊。	71	80 	44 	27 	39 	76 	357	620	0	0	0	0	1 	members/head_char_wuweixiong.png	person/poster_char_wuweixiong.png	chartex/tex_char_wuweixiong.png	card04	person/poster_char_wuweixiong.png	sound/man09.mp3
136	米诺斑马	3	1	深海监狱推进城狱卒兽，是一只巨大的斑马。	71	82 	46 	28 	39 	76 	358	620	0	0	0	0	1 	members/head_char_banma.png	person/poster_char_banma.png	chartex/tex_char_banma.png	card04	person/poster_char_banma.png	sound/man09.mp3
137	米诺陶尔	3	1	深海监狱推进城狱卒兽，是一只巨大的乳牛。	71	83 	45 	27 	40 	76 	359	620	0	0	0	0	1 	members/head_char_taoer.png	person/poster_char_taoer.png	chartex/tex_char_taoer.png	card04	person/poster_char_taoer.png	sound/man09.mp3
138	帕泽鲁	3	1	凤凰海贼团船长，使用的是铁链。	67	78 	46 	28 	40 	76 	38	37	129	0	0	0	1 	members/head_char_pazelu.png	person/poster_char_pazelu.png	chartex/tex_char_pazelu.png	card02	person/poster_char_pazelu.png	sound/man05.mp3
139	斯潘达姆	3	1	世界政府直属秘密特务机关CP9长官，曾经担任CP5的长官。	67	79 	45 	26 	42 	80 	0	671	184	0	0	0	1 	members/head_char_sipandamu.png	person/poster_char_sipandamu.png	chartex/tex_char_sipandamu.png	card02	person/poster_char_sipandamu.png	sound/man06.mp3
140	杰西卡	3	1	强纳森的妻子，G-8要塞的厨师长。	67	80 	45 	26 	43 	80 	398	353	67	0	0	0	1 	members/head_char_jiexoka.png	person/poster_char_jiexoka.png	chartex/tex_char_jiexoka.png	card03	person/poster_char_jiexoka.png	sound/girl03.mp3
141	贝拉米	3	1	自称“新时代海贼”的海贼团，唾弃“非现实”的浪漫与梦想，追求“现实”的即时享乐。	70	80 	42 	27 	40 	76 	274	327	190	0	0	0	1 	members/head_char_beilami.png	person/poster_char_beilami.png	chartex/tex_char_beilami.png	card02	person/poster_char_beilami.png	sound/man05.mp3
142	毕普利	3	1	卡雷拉造船公司一号船坞的工头，纵摇、锻治、滑车工人。头发常会乱翘。	70	80 	42 	29 	41 	76 	685	686	607	0	0	0	1 	members/head_char_bilipu.png	person/poster_char_bilipu.png	chartex/tex_char_bilipu.png	card04	person/poster_char_bilipu.png	sound/man05.mp3
143	巴里	3	1	卡雷拉造船公司一号船坞的工头。擅用藏在自己身上的绳子攻击对手，厌恶女性穿着暴露。	70	80 	45 	28 	40 	76 	687	2	212	0	0	0	1 	members/head_char_bali.png	person/poster_char_bali.png	chartex/tex_char_bali.png	card04	person/poster_char_bali.png	sound/man05.mp3
144	波琪	3	1	FOXY海贼团战斗员，非常喜欢乔巴。	70	80 	41 	26 	42 	76 	77	308	554	0	0	0	1 	members/head_char_boqi.png	person/poster_char_boqi.png	chartex/tex_char_boqi.png	card03	person/poster_char_boqi.png	sound/girl04.mp3
145	罗西欧	3	1	罗西欧海贼团的船长。外号“处刑人”。	70	79 	46 	25 	41 	76 	275	70	323	0	0	0	1 	members/head_char_luoxiou.png	person/poster_char_luoxiou.png	chartex/tex_char_luoxiou.png	card04	person/poster_char_luoxiou.png	sound/man05.mp3
146	蒙达	3	1	FOXY海贼团团员，是一条鲨鱼鱼人。	70	81 	42 	26 	38 	76 	617	606	220	0	0	0	1 	members/head_char_mengda.png	person/poster_char_mengda.png	chartex/tex_char_mengda.png	card02	person/poster_char_mengda.png	sound/man06.mp3
147	卡博帝	3	1	FOXY海贼团团员，是一条旗鱼鱼人。	70	79 	41 	26 	42 	76 	618	606	220	0	0	0	1 	members/head_char_kabodi.png	person/poster_char_kabodi.png	chartex/tex_char_kabodi.png	card01	person/poster_char_kabodi.png	sound/man010.mp3
148	比格潘	3	1	FOXY海贼团团员，巨人及鱼人混血儿，人称“鱼巨人”。	70	81 	41 	25 	44 	76 	85	606	20	0	0	0	1 	members/head_char_bigepan.png	person/poster_char_bigepan.png	chartex/tex_char_bigepan.png	card04	person/poster_char_bigepan.png	sound/man010.mp3
